Date,SLV_Open,SLV_High,SLV_Low,SLV_Close,SLV_DR,SLV_Adj Close,SLV_Volume,SPY_Open,SPY_High,SPY_Low,SPY_Close,SPY_Adj Close,SPY_Volume,DJI_Open,DJI_High,DJI_Low,DJI_Close,DJI_Adj Close,DJI_Volume,AG_Open,AG_High,AG_Low,AG_Close,AG_Adj Close,AG_Volume,EU_Open,EU_High,EU_Low,OF_Price,OF_Open,OF_High,OF_Low,OF_Vol.,OS_Price,OS_Open,OS_High,OS_Low,GF_Price,GF_Open,GF_High,GF_Low,GF_Vol.,USB_Price,USB_Open,USB_High,USB_Low,PLT_Open,PLT_High,PLT_Low,PLT_Close,PLT_Adj Close,PLT_Volume,PLD_Price,PLD_Open,PLD_High,PLD_Low,RHO_Open,RHO_High,RHO_Low,RHO_Close,RHO_Adj Close,USDI_Price,USDI_Open,USDI_High,USDI_Low,OIL_Open,OIL_High,OIL_Low,OIL_Close,OIL_Adj Close,OIL_Volume
11/15/2012,31.690001,31.709999,31.139999,31.530001,-0.109998,31.530001,14223200,135.979996,136.490005,135.179993,135.699997,116.19606,178128400,12571.09961,12600.58984,12496.55957,12542.37988,12542.37988,129150000,21.5,21.620001,20.799999,20.92,20.92,1314600,1.285843,1.291206,1.283977,85.38,85.59,85.95,84.57,352.25K,85.33,85.71,86.07,84.69,,,,,,2.968,2.96,2.97,2.96,,,,,,,"1,018.50","1,018.25","1,039.45","1,007.15",117.800003,117.800003,117.800003,116.25,116.25,79.78,80.06,80.2,79.7,20.24,20.379999,20.24,20.379999,20.379999,200
11/16/2012,31.34,31.57,31,31.209999,-0.320002,31.209999,10578000,135.899994,136.639999,134.699997,136.369995,116.769783,239483900,12542.30957,12604.16992,12471.49023,12588.30957,12588.30957,197110000,20.51,21.32,20.41,21.190001,21.190001,712900,1.286008,1.295169,1.283038,86.32,85.37,86.65,84.93,265.31K,86.41,85.44,86.72,85,,,,,,2.96,2.917,2.962,2.904,,,,,,,"1,027.50",998,"1,030.15",997,117,117.360001,117,116.68,116.68,79.67,79.79,79.83,79.51,20.16,20.16,20.16,20.16,20.16,100
11/19/2012,31.93,32.16,31.74,32.049999,0.84,32.049999,10934800,137.899994,139.149994,136.410004,139.130005,119.133072,151495800,12590.23047,12796.19043,12590.23047,12795.95996,12795.95996,136910000,21.9,22.49,21.860001,22.469999,22.469999,639000,1.293326,1.299039,1.292491,85.45,86.36,86.83,84.68,168.10K,85.25,86.57,87.04,84.9,,,,,,2.913,2.875,2.934,2.862,,,,,,,999.05,990.05,"1,001.10",970.95,115.5,117.260002,115.5,115.440002,115.440002,79.74,79.69,79.97,79.6,20.139999,20.139999,20.139999,20.139999,20.139999,100
11/20/2012,32.040001,32.139999,31.82,32.110001,0.060002,32.110001,7565400,138.910004,139.419998,138.080002,139.190002,119.184479,119807400,12790.88965,12808.55957,12701.07031,12788.50977,12788.50977,134160000,22.5,23.01,21.969999,22.17,22.17,757600,1.294163,1.298027,1.289823,86.67,85.28,87.01,85.02,40.71K,86.6,85.3,87.03,85.04,,,,,,2.875,2.829,2.876,2.823,,,,,,,997.2,976.6,998,972.95,116.860001,116.860001,114.150002,115.440002,115.440002,79.41,79.72,79.75,79.17,20.200001,20.200001,20.200001,20.200001,20.200001,100
11/21/2012,31.969999,32.34,31.889999,32.290001,0.18,32.290001,7874800,139.309998,139.570007,139.029999,139.449997,119.407089,81710800,12788.36035,12845.99023,12786.12988,12836.88965,12836.88965,97300000,22.25,22.809999,21.879999,22.790001,22.790001,542600,1.296849,1.306199,1.295337,89.28,87.3,89.8,87.11,247.08K,89.19,87.38,89.88,87.19,,,,,,2.83,2.832,2.849,2.814,,,,,,,976.05,952.5,979.65,952,115.669998,115.669998,115.669998,115.669998,115.669998,79.02,79.2,79.21,78.94,20.24,20.379999,20.24,20.379999,20.379999,500
11/23/2012,32.41,33.080002,32.360001,32.98,0.689999,32.98,8849400,140.130005,141.399994,140.039993,141.350006,121.034019,65409200,12833.12988,13011.4502,12832.98047,13009.53027,13009.53027,61110000,22.870001,23.23,22.530001,23.15,23.15,356200,1.310788,1.313781,1.308729,86.75,89.15,89.19,86.17,322.63K,87.27,89.22,89.26,86.24,,,,,,2.829,2.841,2.865,2.825,,,,,,,954.25,946.2,956.6,933.2,114,116.660004,114,114.629997,114.629997,79.37,79.09,79.41,79,20.200001,20.219999,20.200001,20.219999,20.219999,100
11/26/2012,32.990002,33.099998,32.860001,33.02,0.04,33.02,7753600,140.649994,141.360001,140.190002,141.050003,120.777145,100124400,13008.4502,13008.4502,12900.16992,12967.37012,12967.37012,114360000,23.219999,23.25,22.74,23.08,23.08,485100,1.311648,1.312899,1.30826,87.38,87.28,87.89,86.37,220.98K,87.69,87.33,87.94,86.42,,,,,,2.843,2.825,2.845,2.825,,,,,,,956.15,942,959.95,941.15,114,115.879997,112.5,114.129997,114.129997,79.62,79.33,79.66,79.32,20.200001,20.200001,20.1,20.1,20.1,200
11/27/2012,32.950001,33.07,32.830002,32.93,-0.09,32.93,7685800,140.910004,141.389999,140.240005,140.330002,120.160637,128646200,12963.37988,12980.19043,12868.25977,12878.12988,12878.12988,117900000,23.08,23.08,22.5,22.559999,22.559999,679800,1.307019,1.307901,1.301609,88.28,87.68,88.53,86.71,104.94K,88.27,87.71,88.56,86.74,,,,,,2.825,2.827,2.849,2.816,,,,,,,944.5,922.3,950.1,922.3,115.870003,115.870003,115.870003,114.489998,114.489998,79.65,79.63,79.67,79.47,19.9,19.9,19.9,19.9,19.9,100
11/28/2012,31.950001,32.709999,31.91,32.619999,-0.310001,32.619999,14153200,139.759995,141.539993,139,141.460007,121.128227,177086500,12875.55957,12989.09961,12765.32031,12985.11035,12985.11035,131000000,21.92,22.77,21.690001,22.68,22.68,821700,1.302253,1.308044,1.302253,87.74,88.21,88.29,87.27,156.59K,87.77,88.29,88.38,87.35,,,,,,2.843,2.783,2.843,2.772,,,,,,,928.85,899.9,930,899.9,115.860001,115.860001,111.5,114.25,114.25,79.98,79.55,80.06,79.53,20.32,20.32,20.219999,20.219999,20.219999,700
11/29/2012,32.860001,33.310001,32.830002,33.130001,0.510002,33.130001,9958600,141.990005,142.509995,141.369995,142.119995,121.693336,151085900,12977.34961,13062.55957,12961.91992,13021.82031,13021.82031,113620000,22.83,23,22.549999,22.950001,22.950001,546100,1.307019,1.30719,1.29535,87.18,87.82,88.25,86.83,210.47K,87.34,87.91,88.34,86.91,,,,,,2.779,2.803,2.805,2.755,,,,,,,892.3,894.3,905.95,889.8,110.300003,110.300003,110.25,111.629997,111.629997,79.91,79.95,80.15,79.82,20.360001,20.379999,20.360001,20.379999,20.379999,100
11/30/2012,32.990002,33.139999,32.09,32.360001,-0.77,32.360001,15204000,142.139999,142.419998,141.660004,142.149994,121.719009,136568300,13022.04981,13053.74023,12988.67969,13025.58008,13025.58008,171070000,22.83,23.35,22.629999,23,23,558600,1.297353,1.2999,1.29237,86.49,87.33,87.34,85.36,249.74K,86.59,87.42,87.44,85.45,,,,,,2.801,2.783,2.812,2.779,,,,,,,896.6,917.65,918.95,892.85,112,112,110.010002,111.349998,111.349998,80.04,79.96,80.14,79.7,20.58,20.58,20.4,20.4,20.4,3300
12/3/2012,32.52,32.77,32.5,32.52,0.159999,32.52,9089100,142.800003,142.919998,141.339996,141.449997,121.119667,124656300,13027.73047,13087.32031,12959.41992,12965.59961,12965.59961,112900000,23.040001,23.280001,22.57,22.610001,22.610001,444300,1.296512,1.3022,1.294415,88.07,86.57,88.69,86.55,270.03K,87.71,86.62,88.75,86.6,,,,,,2.781,2.786,2.814,2.772,,,,,,,914.05,922.6,922.8,906.15,110.5,110.5,110.5,111.379997,111.379997,80.07,80.11,80.27,79.92,20.4,20.4,20.4,20.4,20.4,0
12/4/2012,31.84,32.099998,31.639999,31.9,-0.62,31.9,9586300,141.440002,141.869995,140.869995,141.25,120.948372,127512200,12966.4502,13022.50977,12940.07031,12951.78027,12951.78027,125290000,22.01,22.889999,22.01,22.809999,22.809999,781500,1.293828,1.295673,1.289175,88.91,87.66,88.99,87.47,216.21K,88.83,87.79,89.12,87.6,,,,,,2.786,2.775,2.788,2.775,,,,,,,923.4,921.7,935,921.2,110,112.260002,109.400002,110.760002,110.760002,80.23,80.02,80.33,80.06,20.4,20.4,20.4,20.4,20.4,0
12/5/2012,31.82,31.9,31.48,31.82,-0.08,31.82,10311300,141.369995,142.160004,140.369995,141.5,121.162437,147300500,12948.95996,13089.11035,12923.44043,13034.49023,13034.49023,161230000,22.85,22.870001,21.969999,22.040001,22.040001,602000,1.292324,1.293695,1.288992,89.09,88.85,90.33,88.66,235.99K,88.89,88.89,90.37,88.7,,,,,,2.775,2.817,2.83,2.768,,,,,,,923.05,944.1,944.1,921.35,109.25,109.709999,107,109.709999,109.709999,79.93,80.23,80.28,79.83,20.1,20.1,19.9,19.9,19.9,1300
12/6/2012,31.629999,32.200001,31.6,31.93,0.11,31.93,9921100,141.369995,142.039993,141.160004,141.979996,121.573448,103220600,13026.19043,13076.87988,13007.83984,13074.04004,13074.04004,116850000,21.879999,22.459999,21.76,21.780001,21.780001,782500,1.290822,1.298364,1.288776,88.5,88.93,89.18,87.57,206.27K,88.4,89.02,89.27,87.66,,,,,,2.834,2.808,2.838,2.805,,,,,,,938.65,960.5,960.5,933,109.160004,109.160004,108,108.410004,108.410004,79.92,79.92,80,79.67,19.92,19.92,19.92,19.92,19.92,1800
12/7/2012,32.029999,32.200001,31.84,32.029999,0.099999,32.029999,8060500,142.529999,142.690002,141.669998,142.410004,121.941673,108726400,13072.87012,13157.28027,13072.87012,13155.12988,13155.12988,124130000,21.790001,22.370001,21.780001,22.26,22.26,520000,1.296244,1.301914,1.294733,87.88,88.5,89.05,87.46,220.85K,87.89,88.54,89.09,87.5,,,,,,2.808,2.773,2.81,2.748,,,,,,,958.2,964.25,965.6,955.55,108.550003,108.550003,108.449997,107.580002,107.580002,80.05,79.95,80.11,79.86,19.940001,19.940001,19.940001,19.940001,19.940001,200
12/10/2012,32.299999,32.32,32.119999,32.139999,0.11,32.139999,4568300,142.210007,142.809998,142.149994,142.470001,121.993073,98840700,13154.88965,13195.34961,13139.08008,13169.87988,13169.87988,118530000,22.459999,22.790001,22.379999,22.65,22.65,469100,1.296512,1.2983,1.292825,86.26,87.87,88.23,85.68,269.29K,86.35,87.91,88.27,85.72,,,,,,2.781,2.737,2.79,2.735,,,,,,,966.65,967.1,968.1,965,108.059998,108.059998,108.059998,106.629997,106.629997,80.59,80.04,80.61,80.02,19.84,19.84,19.799999,19.799999,19.799999,200
12/11/2012,31.870001,31.93,31.709999,31.91,-0.229999,31.91,5809800,143.059998,144.110001,142.990005,143.440002,122.823593,152570400,13170.33984,13306.57031,13170.33984,13248.44043,13248.44043,124510000,22.57,22.73,22.309999,22.33,22.33,526700,1.294834,1.295401,1.28378,85.93,86.39,86.92,85.77,244.99K,85.92,86.47,87,85.85,,,,,,2.733,2.759,2.773,2.717,,,,,,,961.7,969.95,973,965.9,107.459999,107.459999,107.459999,106.529999,106.529999,80.75,80.62,80.84,80.5,19.98,19.98,19.98,19.98,19.98,0
12/12/2012,32.169998,32.709999,31.969999,32.369999,0.459999,32.369999,15955100,144,144.550003,143.309998,143.509995,122.883575,145880100,13250.04981,13329.44043,13227.44043,13245.4502,13245.4502,127510000,22.540001,23.49,22.440001,23.33,23.33,960100,1.282545,1.2843,1.276992,85.56,85.98,86.78,85.33,211.60K,85.69,86.05,86.85,85.4,,,,,,2.761,2.755,2.763,2.755,,,,,,,967,978.1,979,967.15,106.290001,106.290001,106.290001,106.290001,106.290001,80.61,80.7,80.82,80.56,19.84,19.92,19.74,19.74,19.74,500
12/13/2012,31.4,31.620001,31.18,31.530001,-0.839998,31.530001,15368400,143.419998,143.830002,142.270004,142.630005,122.13002,135715000,13241.37988,13264.41016,13147.19043,13170.71973,13170.71973,101190000,22.66,23.040001,22.42,22.700001,22.700001,666300,1.280246,1.2819,1.2768,85.79,85.7,86.37,85.21,217.86K,85.71,85.76,86.43,85.27,,,,,,2.741,2.784,2.792,2.739,,,,,,,976.95,983.55,983.55,963.5,106.599998,107.07,105.599998,105.32,105.32,80.76,80.64,80.92,80.28,19.959999,19.959999,19.940001,19.959999,19.959999,300
12/14/2012,31.42,31.530001,31.15,31.17,-0.360001,31.17,7388000,142.320007,142.580002,141.880005,142.100006,121.676224,137701700,13170.79981,13190.41016,13118.45996,13135.00977,13135.00977,117620000,22.6,22.99,22.51,22.92,22.92,634900,1.280902,1.287619,1.273869,86.77,85.69,87.68,85.68,300.35K,86.78,85.76,87.75,85.75,,,,,,2.783,2.781,2.79,2.743,,,,,,,981.65,974.1,984.9,972,105.139999,105.139999,105.129997,105.389999,105.389999,80.79,80.84,81,80.72,19.940001,19.940001,19.940001,19.940001,19.940001,400
12/17/2012,31.23,31.290001,31,31.200001,0.030001,31.200001,6194300,142.470001,143.850006,142.429993,143.770004,123.106186,143238200,13135.16992,13244.33008,13134.62988,13235.38965,13235.38965,142980000,22.24,22.24,20.559999,20.59,20.59,2336400,1.275559,1.277599,1.272401,85.89,86.77,86.97,85.81,228.42K,86.14,86.78,86.98,85.83,,,,,,2.775,2.854,2.859,2.77,,,,,,,971.2,984.45,984.5,968.05,105.150002,105.589996,105,104.550003,104.550003,81.03,80.85,81.09,80.61,20.139999,20.139999,20.08,20.08,20.08,400
12/18/2012,31.32,31.360001,30.34,30.65,-0.550001,30.65,18660700,144,145.5,143.789993,145.369995,124.476181,177762800,13236.61035,13365.86035,13232.58008,13350.95996,13350.95996,152920000,20.48,21.01,20.190001,20.379999,20.379999,1439300,1.274372,1.278936,1.26934,86.73,86.13,86.92,86.05,218.27K,86.82,86.22,87.01,86.14,,,,,,2.852,2.819,2.856,2.815,,,,,,,982.7,985,987.95,985,104.849998,104.849998,104.849998,104.849998,104.849998,81.03,81.03,81.1,80.91,20.34,20.4,20.18,20.4,20.4,300
12/19/2012,30.15,30.41,30.030001,30.110001,-0.539999,30.110001,12957900,145.529999,145.580002,144.240005,144.289993,123.55146,150895400,13351.04004,13357.7002,13251.74023,13251.96973,13251.96973,149020000,20.1,20.92,20.1,20.620001,20.620001,1072100,1.272426,1.274048,1.270148,87.2,86.88,87.71,86.48,157.23K,87.45,86.98,87.81,86.58,,,,,,2.821,2.817,2.823,2.817,,,,,,,983.55,981.4,985.95,974,104.455002,104.455002,104.455002,104.455002,104.455002,81.08,81.1,81.24,80.97,20.379999,20.440001,20.379999,20.440001,20.440001,200
12/20/2012,29.23,29.33,28.65,29,-1.110001,29,36971900,144.380005,145.139999,143.979996,145.119995,124.262138,168487000,13246.66992,13314.63965,13216.03027,13311.71973,13311.71973,119800000,20.290001,20.66,19.799999,20.51,20.51,1283700,1.270971,1.2722,1.266657,87.93,87.45,88.16,87.21,93.13K,87.96,87.69,88.4,87.45,,,,,,2.813,2.806,2.852,2.792,,,,,,,976.4,983.7,983.95,972.75,103.800003,104.459999,102.010002,103.059998,103.059998,81.06,81.05,81.15,80.9,20.440001,20.440001,20.440001,20.440001,20.440001,0
12/21/2012,28.969999,29.309999,28.92,29,0,29,16849300,142.169998,144.089996,141.940002,142.789993,123.134178,245883800,13309.9502,13309.9502,13122.53027,13190.83984,13190.83984,413270000,20.23,20.49,19.99,20.32,20.32,2191700,1.271133,1.2758,1.270648,89.51,87.94,89.9,87.81,36.81K,89.91,89.44,91.4,89.31,,,,,,2.823,2.881,2.889,2.799,,,,,,,979.9,984,994.9,978.5,102,104.610001,101.5,103.010002,103.010002,81.08,81.15,81.21,80.93,20.16,20.16,20.16,20.16,20.16,0
12/24/2012,29.09,29.17,28.860001,28.940001,-0.059999,28.940001,4483600,142.479996,142.559998,142.190002,142.350006,122.754799,53874600,13190.15039,13190.37988,13128.54981,13138.92969,13138.92969,47710000,20.32,20.379999,20.049999,20.32,20.32,332600,1.272945,1.280246,1.272006,90.13,89.69,90.54,89.26,178.14K,89.92,89.73,90.59,89.31,,,,,,2.881,2.89,2.936,2.87,,,,,,,985.5,967.9,985.2,967,102,102,101.800003,102.769997,102.769997,81.26,81.02,81.45,81,20.6,20.6,20.6,20.6,20.6,100
12/26/2012,29.17,29.25,28.870001,29.01,0.069999,29.01,7233900,142.639999,142.710007,141.350006,141.75,122.237373,106947700,13138.84961,13174.87988,13076.87012,13114.58984,13114.58984,79410000,20.41,20.530001,20.129999,20.309999,20.309999,310100,1.278282,1.278445,1.269374,88.66,90.02,90.07,87.96,180.38K,88.91,90.1,90.16,88.04,,,,,,2.9,2.855,2.901,2.852,,,,,,,962.15,984,984,964.05,103.065002,103.065002,103.065002,103.065002,103.065002,80.87,81.2,81.2,80.79,20.5,20.540001,20.5,20.540001,20.540001,1600
12/27/2012,29.02,29.5,28.92,29.24,0.23,29.24,10698700,141.789993,142.080002,139.919998,141.559998,122.073517,167920600,13114.96973,13141.74023,12964.08008,13096.30957,13096.30957,100160000,20.24,20.42,20,20.110001,20.110001,943200,1.275998,1.281851,1.274746,88.61,88.6,88.86,88.2,48.52K,88.79,88.66,88.91,88.25,,,,,,2.856,2.857,2.879,2.833,,,,,,,982.65,967.5,984,967.5,103.205002,103.205002,103.205002,103.205002,103.205002,80.96,81,81.06,80.8,20.540001,20.540001,20.540001,20.540001,20.540001,0
12/28/2012,29.1,29.129999,28.91,29.1,-0.14,29.1,9847000,140.639999,141.419998,139.869995,140.029999,120.754143,148806700,13095.08008,13095.45996,12926.86035,12938.11035,12938.11035,85980000,20.1,20.18,19.530001,19.58,19.58,913100,1.276683,1.282397,1.276683,90.98,88.62,91.3,88.59,141.60K,91.14,88.66,91.34,88.63,,,,,,2.855,2.845,2.92,2.845,,,,,,,962.5,958.1,977.2,958.1,104.199997,104.199997,104.199997,104.199997,104.199997,80.93,80.92,81.27,80.74,20.84,20.84,20.84,20.84,20.84,11100
12/31/2012,29.07,29.469999,28.98,29.370001,0.270001,29.370001,11978900,139.660004,142.559998,139.539993,142.410004,122.806519,243935200,12938.19043,13109.12988,12883.88965,13104.13965,13104.13965,145740000,19.6,20.34,19.110001,20.190001,20.190001,1222300,1.281394,1.28299,1.274251,90.87,91,91.44,90.05,152.77K,91.09,91.06,91.5,90.1,,,,,,2.845,2.83,2.859,2.81,,,,,,,956.65,970,972.1,959.9,104.099998,104.099998,103.989998,103.300003,103.300003,80.93,80.8,80.93,80.61,20.860001,20.860001,20.82,20.82,20.82,700
1/2/2013,30.379999,30.469999,29.889999,29.92,0.549999,29.92,15631200,145.110001,146.149994,144.729996,146.059998,125.954086,192059000,13104.29981,13412.70996,13104.29981,13412.54981,13412.54981,161430000,20.639999,21.190001,20.639999,21.16,21.16,731000,1.286505,1.2899,1.283714,90.8,91.15,91.49,90.32,131.37K,90.76,91.31,91.65,90.48,,,,,,2.826,2.819,2.835,2.797,,,,,,,973.4,977.95,981,964.9,104,105.360001,104,104.68,104.68,80.19,80.73,80.75,80.13,20.76,20.76,20.76,20.76,20.76,800
1/3/2013,29.84,30.040001,29.030001,29.18,-0.74,29.18,20462300,145.990005,146.369995,145.339996,145.729996,125.669487,144761800,13413.00977,13430.59961,13358.29981,13391.36035,13391.36035,129630000,21.1,21.1,20.129999,20.18,20.18,818900,1.287498,1.29685,1.286918,91.82,90.41,91.99,90,119.53K,91.77,90.44,92.02,90.03,,,,,,2.819,2.841,2.857,2.801,,,,,,,972.6,981.05,981.05,969,105.75,105.800003,104.599998,106.720001,106.720001,80.25,80.25,80.31,80.03,20.76,20.76,20.76,20.76,20.76,0
1/4/2013,28.83,29.299999,28.610001,29.24,0.06,29.24,18624800,145.970001,146.610001,145.669998,146.369995,126.221397,116817700,13391.04981,13447.11035,13376.23047,13435.20996,13435.20996,107590000,19.98,20.540001,19.860001,20.48,20.48,570200,1.29732,1.298027,1.294666,93.12,91.78,93.87,91.56,203.87K,92.94,91.88,93.97,91.66,,,,,,2.844,2.872,2.883,2.83,,,,,,,980.7,980.1,984.45,969.1,108.849998,112.739998,108.849998,112.870003,112.870003,80.4,80.11,80.47,80.02,20.76,20.76,20.76,20.76,20.76,0
1/7/2013,28.98,29.26,28.950001,29.18,-0.06,29.18,7443300,145.850006,146.110001,145.429993,145.970001,125.876457,110002500,13436.12988,13436.12988,13343.32031,13384.29004,13384.29004,113120000,20.370001,20.57,20.030001,20.23,20.23,576400,1.299039,1.300559,1.292107,92.92,92.91,93.3,92.49,189.81K,92.84,92.93,93.32,92.51,,,,,,2.866,2.905,2.91,2.863,,,,,,,968.45,"1,015.25","1,015.25",965.95,115,116,113.099998,114.5,114.5,80.34,80.38,80.59,80.24,20.98,20.98,20.92,20.98,20.98,600
1/8/2013,29.459999,29.59,29.190001,29.379999,0.199999,29.379999,9075100,145.710007,145.910004,144.979996,145.550003,125.514282,121265100,13377.41992,13377.41992,13293.12988,13328.84961,13328.84961,129570000,20.33,20.459999,19.950001,19.98,19.98,1012800,1.293828,1.293996,1.28826,93.09,92.86,93.21,91.52,210.75K,93.17,92.91,93.25,91.56,,,,,,2.905,2.896,2.908,2.896,,,,,,,"1,031.95","1,026.35","1,027.55","1,026.35",112,115.57,112,114.040001,114.040001,80.2,80.33,80.35,80.02,21.1,21.1,21.059999,21.059999,21.059999,100
1/9/2013,29.33,29.4,29.08,29.35,-0.029999,29.35,7251900,145.869995,146.320007,145.639999,145.919998,125.833344,90745600,13329.91992,13416.54981,13329.08008,13390.50977,13390.50977,123070000,20.120001,20.35,19.93,20.049999,20.049999,715100,1.295337,1.301101,1.293996,93.19,93.21,93.35,92.42,166.29K,93.31,93.23,93.38,92.44,,,,,,2.896,2.872,2.914,2.868,,,,,,,"1,023.40","1,049.60","1,049.60","1,023.50",112.910004,112.910004,112.910004,112.910004,112.910004,80.15,80.21,80.33,80.03,20.92,20.92,20.84,20.84,20.84,200
1/10/2013,29.67,29.940001,29.65,29.780001,0.430001,29.780001,9906900,146.729996,147.089996,145.970001,147.080002,126.833687,130735400,13391.82031,13478.2002,13382.29004,13471.21973,13471.21973,133520000,20.26,20.469999,20.110001,20.290001,20.290001,825400,1.297353,1.30286,1.297017,93.15,93.32,93.8,92.67,195.87K,93.16,93.41,93.89,92.77,,,,,,2.857,2.885,2.892,2.848,,,,,,,"1,048.40","1,042.30","1,048.25","1,041.50",112,113.730003,110,111.330002,111.330002,79.88,80.24,80.24,79.8,20.860001,20.860001,20.860001,20.860001,20.860001,2300
1/11/2013,29.73,29.74,29.17,29.48,-0.300001,29.48,12084100,147.039993,147.149994,146.610001,147.070007,126.82505,113917300,13471.4502,13496.67969,13439.96973,13488.42969,13488.42969,119200000,20.32,20.370001,19.959999,20,20,426700,1.299714,1.3076,1.299511,93.1,93.15,93.65,92.68,201.39K,93.25,93.18,93.68,92.71,,,,,,2.881,2.848,2.888,2.842,,,,,,,"1,034.30","1,028.85","1,033.30","1,021.80",108.669998,108.669998,108.669998,112.089996,112.089996,79.64,79.89,79.92,79.61,20.860001,20.860001,20.860001,20.860001,20.860001,0
1/14/2013,30.09,30.139999,29.75,30.040001,0.560001,30.040001,12731800,146.889999,147.070007,146.429993,146.970001,126.738823,89567200,13488.42969,13520.17969,13459.83984,13507.32031,13507.32031,118460000,20.209999,20.23,19.6,19.66,19.66,543700,null,null,null,93.82,93.19,94.7,93.08,279.30K,93.88,93.22,94.73,93.11,,,,,,2.886,2.88,2.906,2.857,,,,,,,"1,026.90","1,021.35","1,026.10","1,020.75",112,112,112,109.529999,109.529999,79.77,79.59,79.86,79.57,21.02,21.02,21.02,21.02,21.02,500
1/15/2013,30.219999,30.559999,30.1,30.360001,0.32,30.360001,8996000,146.289993,147.210007,146.199997,147.070007,126.82505,93172600,13507.32031,13546.37012,13445.79981,13534.88965,13534.88965,102280000,19.799999,20.07,19.59,19.67,19.67,1203800,1.309929,1.312508,1.306353,93.56,93.87,94.13,92.65,257.82K,93.76,93.9,94.16,92.68,,,,,,2.883,2.85,2.897,2.81,,,,,,,"1,015.65","1,013.10","1,013.10","1,009.00",110,110,107.5,108.75,108.75,80.26,79.81,80.32,79.73,21.139999,21.219999,21.139999,21.219999,21.219999,100
1/16/2013,30.25,30.530001,30.15,30.450001,0.09,30.450001,7381600,146.770004,147.279999,146.610001,147.050003,126.807793,104849500,13534.88965,13534.88965,13468.95996,13511.23047,13511.23047,118540000,19.559999,19.719999,19.290001,19.33,19.33,889300,1.307019,1.308479,1.297943,94.14,93.74,94.29,92.95,248.60K,94.19,93.78,94.33,92.99,,,,,,2.848,2.85,2.85,2.846,,,,,,,"1,019.35","1,014.00","1,025.35","1,014.00",108.720001,108.720001,107,106.970001,106.970001,80.41,80.25,80.66,80.23,21.200001,21.200001,21.200001,21.200001,21.200001,100
1/17/2013,30.16,30.879999,30.129999,30.67,0.219999,30.67,16090100,147.699997,148.419998,147.149994,148,127.627014,133833500,13511.23047,13633.88965,13510.24023,13596.01953,13596.01953,183900000,19.190001,19.610001,19.02,19.42,19.42,745300,1.296344,1.297404,1.28824,93.28,94.2,94.44,93.22,248.14K,93.42,94.23,94.47,93.25,,,,,,2.868,2.819,2.87,2.793,,,,,,,"1,028.25","1,039.90","1,044.50","1,025.70",108.050003,108.050003,108.050003,107.32,107.32,80.33,80.56,80.57,80.28,21.200001,21.200001,21.200001,21.200001,21.200001,0
1/18/2013,31.030001,31.040001,30.66,30.809999,0.139999,30.809999,9889900,147.970001,148.490005,147.429993,148.330002,127.911621,169906000,13596.01953,13649.92969,13571.86035,13649.7002,13649.7002,260900000,19.469999,19.5,19.059999,19.15,19.15,514600,1.290656,1.294264,1.288826,94.24,93.4,94.36,93.1,241.53K,94.16,93.44,94.39,93.13,,,,,,2.811,2.866,2.875,2.795,,,,,,,"1,039.90","1,036.95","1,040.15","1,036.95",108.129997,112.68,108.129997,106.57,106.57,80.06,80.31,80.37,80,21.299999,21.379999,21.24,21.360001,21.360001,700
1/22/2013,30.879999,31.299999,30.860001,31.120001,0.310002,31.120001,9293700,148.330002,149.130005,147.979996,149.130005,128.601471,111797300,13649.7002,13712.20996,13622.95996,13712.20996,13712.20996,144300000,18.889999,19.299999,18.76,19.23,19.23,757700,1.293828,1.300799,1.292992,95.49,94.19,96.04,93.8,178.29K,95.2,94.24,96.09,93.85,,,,,,2.864,2.901,2.912,2.862,,,,,,,"1,027.15","1,020.20","1,026.65","1,020.20",107,107.75,106.5,110.010002,110.010002,79.81,80.05,80.13,79.71,21.360001,21.360001,21.360001,21.360001,21.360001,0
1/23/2013,31.290001,31.41,31.049999,31.190001,0.07,31.190001,10289300,149.130005,149.5,148.860001,149.369995,128.808426,104596100,13712.20996,13794.29004,13710.12988,13779.33008,13779.33008,104490000,19.15,19.41,18.85,18.85,18.85,765600,1.301236,1.3052,1.299697,95.56,95.19,95.67,94.91,118.55K,95.31,95.34,95.82,95.06,,,,,,2.901,2.861,2.925,2.85,,,,,,,997.7,"1,001.00","1,001.00","1,001.00",106.5,106.5,106.5,107.660004,107.660004,79.93,79.86,80.04,79.79,21.360001,21.360001,21.360001,21.360001,21.360001,0
1/24/2013,30.74,30.92,30.559999,30.65,-0.540001,30.65,9887800,149.149994,150.139999,149.009995,149.410004,128.842972,146426400,13779.33008,13879.66016,13779.33008,13825.33008,13825.33008,124780000,18.65,18.799999,18.120001,18.16,18.16,974600,1.306677,1.310099,1.304521,96.24,95.25,96.38,94.98,37.96K,96.24,95.25,96.38,94.98,,,,,,2.864,2.875,2.875,2.831,,,,,,,997.75,982.45,999.75,973.3,105,105.099998,105,108.099998,108.099998,79.58,79.95,79.98,79.5,21.360001,21.360001,21.360001,21.360001,21.360001,0
